XMDUENT,XMDUSITE,XMDUDOCNO,XMDUSEQ,XMDU002,XMDU008,XMDU011
3,JINPAO,JP2101-20161224115,12.0,8321110103100000,PC,34485.51
3,JINPAO,JP2101-20161224118,1.0,8021110400800000,PC,3650.0
3,JINPAO,JP2101-20161224118,2.0,8021110400900000,PC,350.0
3,JINPAO,JP2101-20161224119,1.0,8021109100700000,PC,77.0
3,JINPAO,JP2101-20161224120,1.0,8021110301800000,PC,70.0
3,JINPAO,JP2101-20161224502,1.0,8221110100400000,SET,80000.0
3,JINPAO,JP2101-20161223429,10.0,8331110104101000,PC,40.22
3,JINPAO,JP2101-20161223429,11.0,8331110104101100,PC,26.32
3,JINPAO,JP2101-20161223429,12.0,8331110104101100,PC,26.32
3,JINPAO,JP2101-20161223429,13.0,8331110104101300,PC,42.74
3,JINPAO,JP2101-20161223429,14.0,8331110104101400,PC,42.74
3,JINPAO,JP2101-20161223429,15.0,8331110104101500,PC,42.74
3,JINPAO,JP2101-20161223429,16.0,8331110104101600,PC,42.74
3,JINPAO,JP2101-20161223429,17.0,8331110104101700,PC,42.74
3,JINPAO,JP2101-20161224404,1.0,8021103323300000,PC,8.78
3,JINPAO,JP2101-20161224405,9.0,8121108310100000,PC,1470.0
3,JINPAO,JP2101-20161224406,1.0,8021103066600001,PC,46.56
3,JINPAO,JP2101-20161224406,2.0,8021103066800001,PC,45.54
3,JINPAO,JP2101-20161224406,3.0,8021103117800001,PC,504.48
3,JINPAO,JP2101-20161223668,8.0,8021103359000001,PC,480.0
3,JINPAO,JP2101-20161224464,2.0,8021103020600001,PC,68.0
3,JINPAO,JP2101-20161224464,3.0,8021103020700001,PC,68.0
3,JINPAO,JP2101-20161224464,4.0,8021103019800001,PC,87.0
3,JINPAO,JP2101-20161224464,5.0,8021103021800001,PC,3.0
3,JINPAO,JP2101-20161224464,6.0,8021103020300001,PC,95.0
3,JINPAO,JP2101-20161224464,7.0,8021103020800001,PC,78.0
3,JINPAO,JP2101-20161224464,8.0,8021103020900001,PC,78.0
3,JINPAO,JP2101-20161224464,9.0,8021103021300001,PC,330.0
3,JINPAO,JP2101-20161224464,10.0,8021103021700001,PC,1825.0
3,JINPAO,JP2101-20161224407,1.0,8021103139300001,PC,10.79
3,JINPAO,JP2101-20161224464,11.0,8021103021500001,PC,440.0
3,JINPAO,JP2101-20161224464,12.0,8021103021000001,PC,248.0
3,JINPAO,JP2101-20161224464,13.0,8021103020100001,PC,110.0
3,JINPAO,JP2101-20161224464,14.0,8021103020400001,PC,128.0
3,JINPAO,JP2101-20161224464,15.0,8021103020000001,PC,100.0
3,JINPAO,JP2101-20161224464,16.0,8021103020200001,PC,263.0
3,JINPAO,JP2101-20161224464,17.0,8021103020500001,PC,276.0
3,JINPAO,JP2101-20161224465,1.0,8021110100100000,PC,8834.0
3,JINPAO,JP2101-20161224465,2.0,8021110100200000,PC,8834.0
3,JINPAO,JP2101-20161224465,3.0,8021110100300000,PC,5268.0
3,JINPAO,JP2101-20161224465,4.0,8021110100400000,PC,5268.0
3,JINPAO,JP2101-20161224465,5.0,8021110100500000,PC,5096.0
3,JINPAO,JP2101-20161224465,6.0,8021110100600000,PC,1352.0
3,JINPAO,JP2101-20161224465,7.0,8021110100700000,PC,172.0
3,JINPAO,JP2101-20161224406,4.0,8021103153700001,PC,1018.09
3,JINPAO,JP2101-20161224347,1.0,8021107300700001,PC,88.17
3,JINPAO,JP2101-20161224347,2.0,8021107301900001,PC,47.9
3,JINPAO,JP2101-20161224347,3.0,8021103114600002,PC,10.03
3,JINPAO,JP2101-20161224347,4.0,8021107302000001,PC,11.62
3,JINPAO,JP2101-20161224465,8.0,8021110100800000,PC,4062.0
3,JINPAO,JP2101-20161224465,9.0,8021110100900000,PC,4062.0
3,JINPAO,JP2101-20161224465,10.0,8021110101000000,PC,1510.0
3,JINPAO,JP2101-20161224465,11.0,8021110101100000,PC,1510.0
3,JINPAO,JP2101-20161224465,12.0,8021110101200000,PC,1693.0
3,JINPAO,JP2101-20161224465,13.0,8021110101300000,PC,1693.0
3,JINPAO,JP2101-20161224465,14.0,8021110101400000,PC,1007.0
3,JINPAO,JP2101-20161224465,15.0,8021110101500000,PC,974.0
3,JINPAO,JP2101-20161224465,16.0,8021110101600000,PC,969.0
3,JINPAO,JP2101-20161223777,1.0,8021103150800000,PC,248.99
3,JINPAO,JP2101-20161223777,2.0,8021103152300000,PC,200.0
3,JINPAO,JP2101-20161223777,3.0,8021103152800000,PC,526.94
3,JINPAO,JP2101-20161223777,4.0,8021103155300000,PC,634.0
3,JINPAO,JP2101-20161223777,5.0,8021103157400000,PC,436.91
3,JINPAO,JP2101-20161223775,7.0,8021103183600000,PC,60.0
3,JINPAO,JP2101-20161224089,1.0,8021103157700000,PC,203.63
3,JINPAO,JP2101-20161224089,2.0,8021103158200000,PC,340.0
3,JINPAO,JP2101-20161224089,3.0,8021103161100000,PC,251.32
3,JINPAO,JP2101-20161224089,4.0,8021103161400000,PC,217.99
3,JINPAO,JP2101-20161224089,5.0,8021103173500000,PC,222.36
3,JINPAO,JP2101-20161224090,1.0,8021103175000000,PC,43.24
3,JINPAO,JP2101-20161224090,2.0,8021103175500000,PC,93.99
3,JINPAO,JP2101-20161224090,3.0,8021103175600000,PC,91.41
3,JINPAO,JP2101-20161224090,4.0,8021103175700000,PC,89.79
3,JINPAO,JP2101-20161224090,5.0,8021103176300000,PC,51.9
3,JINPAO,JP2101-20161224091,1.0,8021103176500000,PC,110.57
3,JINPAO,JP2101-20161224091,2.0,8021103187500000,PC,333.5
3,JINPAO,JP2101-20161224091,3.0,8021103190900000,PC,61.58
3,JINPAO,JP2101-20161224091,4.0,8021103191500000,PC,263.77
3,JINPAO,JP2101-20161224091,5.0,8021103191800000,PC,37.3
3,JINPAO,JP2101-20161224092,1.0,8021103191900000,PC,306.97
3,JINPAO,JP2101-20161224092,2.0,8021103192100000,PC,168.65
3,JINPAO,JP2101-20161224092,3.0,8021103192600000,PC,61.75
3,JINPAO,JP2101-20161224092,4.0,8021103193800000,PC,44.78
3,JINPAO,JP2101-20161224092,5.0,8021105303700000,PC,38.58
3,JINPAO,JP2101-20161224093,1.0,8021105303800000,PC,61.58
3,JINPAO,JP2101-20161224093,2.0,8021108300800000,PC,27.31
3,JINPAO,JP2101-20161224093,3.0,8021107301500000,PC,13.5
3,JINPAO,JP2101-20161224093,4.0,8021107301900000,PC,580.6
3,JINPAO,JP2101-20161224093,5.0,8021107302000000,PC,129.01
3,JINPAO,JP2101-20161224094,1.0,8021107301600000,PC,255.3
3,JINPAO,JP2101-20161224094,2.0,8021103174800001,PC,1196.21
3,JINPAO,JP2101-20161224106,3.0,8021103199700000,PC,1013.23
3,JINPAO,JP2101-20161224109,1.0,8021108300300000,PC,247.45
3,JINPAO,JP2101-20161224106,5.0,8021103200400000,PC,72.0
3,JINPAO,JP2101-20161224107,1.0,8021103204200000,PC,23.66
3,JINPAO,JP2101-20161224107,2.0,8021103200800000,PC,22.85
3,JINPAO,JP2101-20161224107,3.0,8021103294100002,PC,22.85
3,JINPAO,JP2101-20161224107,4.0,8021105300400000,PC,41.49
3,JINPAO,JP2101-20161224107,5.0,8021103294500000,PC,17.09
3,JINPAO,JP2101-20161224107,6.0,8021103200900000,PC,11.63
3,JINPAO,JP2101-20161224107,7.0,8021105304300000,PC,17.09
3,JINPAO,JP2101-20161224107,8.0,8021103294500000,PC,11.63
3,JINPAO,JP2101-20161224108,1.0,8021103201000000,PC,123.0
3,JINPAO,JP2101-20161224108,2.0,8021105304400000,PC,123.0
3,JINPAO,JP2101-20161224108,3.0,8021108300600000,PC,210.99
3,JINPAO,JP2101-20161224094,3.0,8021105304000000,PC,289.47
3,JINPAO,JP2101-20161224110,2.0,8021108303200000,PC,180.66
3,JINPAO,JP2101-20161224111,1.0,8021108301000000,PC,9.01
3,JINPAO,JP2101-20161224111,2.0,8021108301100000,PC,5.13
3,JINPAO,JP2101-20161224112,1.0,8021108301200000,PC,40.46
3,JINPAO,JP2101-20161224112,2.0,8021108300700000,PC,5.4
3,JINPAO,JP2101-20161224112,3.0,8021107303000000,PC,40.28
3,JINPAO,JP2101-20161223912,1.0,8021103274100000,PC,4.23
3,JINPAO,JP2101-20161223912,2.0,8021103275200000,PC,40.03
3,JINPAO,JP2101-20161223912,3.0,8021103275300000,PC,13.41
3,JINPAO,JP2101-20161223912,4.0,8021103275800000,PC,33.27
3,JINPAO,JP2101-20161223912,5.0,8021103275100000,PC,5.4
3,JINPAO,JP2101-20161223912,6.0,8021103275400000,PC,26.24
3,JINPAO,JP2101-20161223912,7.0,8021103275500000,PC,13.76
3,JINPAO,JP2101-20161224094,4.0,8021103132800001,PC,504.48
3,JINPAO,JP2101-20161223912,8.0,8021103275900000,PC,4.61
3,JINPAO,JP2101-20161223912,9.0,8021103275600000,PC,13.32
3,JINPAO,JP2101-20161224213,1.0,8221109300100000,SET,370000.0
3,JINPAO,JP2101-20161224213,2.0,8221109300200000,SET,340000.0
3,JINPAO,JP2101-20161224213,3.0,8221109300300000,SET,250000.0
3,JINPAO,JP2101-20161224226,2.0,8021103274300002,PC,0.0
3,JINPAO,JP2101-20161224226,3.0,8021103274400001,PC,0.0
3,JINPAO,JP2101-20161224226,4.0,8021103274500002,PC,0.0
3,JINPAO,JP2101-20161223556,13.0,8021103226500001,PC,490.0
3,JINPAO,JP2101-20161223562,16.0,8021103228900001,PC,100.0
3,JINPAO,JP2101-20161223562,17.0,8021103226600001,PC,40.0
3,JINPAO,JP2101-20161223742,6.0,8021103360900001,PC,33.0
3,JINPAO,JP2101-20161223591,2.0,8021103223900000,PC,22.0
3,JINPAO,JP2101-20161224205,2.0,8121103307400000,PC,499.0
3,JINPAO,JP2101-20161224205,3.0,8121103311100000,PC,895.0
3,JINPAO,JP2101-20161224205,4.0,8121103308900000,PC,1710.0
3,JINPAO,JP2101-20161224205,5.0,8121103309700000,PC,270.0
3,JINPAO,JP2101-20161224206,1.0,8121103311600000,PC,445.0
3,JINPAO,JP2101-20161224206,2.0,8121103312600000,PC,250.0
3,JINPAO,JP2101-20161224211,2.0,8221108302300000,SET,240000.0
3,JINPAO,JP2101-20161224211,3.0,8221108301500000,SET,960000.0
3,JINPAO,JP2101-20161224211,4.0,8221108301400000,SET,21000.0
3,JINPAO,JP2101-20161224211,5.0,8221108301300000,SET,21000.0
3,JINPAO,JP2101-20161224211,6.0,8221108300700000,SET,125000.0
3,JINPAO,JP2101-20161224214,5.0,8021107403800001,PC,0.0
3,JINPAO,JP2101-20161224214,9.0,8021107403300001,PC,0.0
3,JINPAO,JP2101-20161224214,10.0,8021107404100001,PC,0.0
3,JINPAO,JP2101-20161224214,17.0,8021108500300000,PC,0.0
3,JINPAO,JP2101-20161224215,5.0,8021103285100000,PC,195.0
3,JINPAO,JP2101-20161224216,1.0,8021103283600000,PC,23.0
3,JINPAO,JP2101-20161224216,2.0,8021103284700000,PC,160.0
3,JINPAO,JP2101-20161224216,3.0,8021103283000000,PC,3.75
3,JINPAO,JP2101-20161224246,7.0,8021103362200000,PC,248.0
3,JINPAO,JP2101-20161224246,8.0,8021103361300001,PC,76.0
3,JINPAO,JP2101-20161224246,9.0,8021103361400001,PC,34.0
3,JINPAO,JP2101-20161224246,10.0,8021103361600001,PC,1712.0
3,JINPAO,JP2101-20161224246,11.0,8021103361700001,PC,1368.0
3,JINPAO,JP2101-20161224246,12.0,8021103361800001,PC,3951.0
3,JINPAO,JP2101-20161224246,13.0,8021103362400001,PC,500.0
3,JINPAO,JP2101-20161224246,14.0,8021103361200001,PC,391.0
3,JINPAO,JP2101-20161224217,1.0,8021108401800000,PC,464.0
3,JINPAO,JP2101-20161224217,2.0,8021108401700001,PC,0.0
3,JINPAO,JP2101-20161224217,3.0,8021108401900000,PC,464.0
3,JINPAO,JP2101-20161224217,4.0,8021108402000000,PC,464.0
3,JINPAO,JP2101-20161224217,5.0,8021108402800000,PC,250.0
3,JINPAO,JP2101-20161224217,6.0,8021107400900002,PC,170.0
3,JINPAO,JP2101-20161224218,1.0,8021103284500000,PC,20.65
3,JINPAO,JP2101-20161223443,1.0,8221108400200000,SET,60000.0
3,JINPAO,JP2101-20161224247,1.0,8021103284100000,PC,650.0
3,JINPAO,JP2101-20161224251,5.0,8021108304000000,PC,919.66
3,JINPAO,JP2101-20161224251,6.0,8021108304100000,PC,655.19
3,JINPAO,JP2101-20161224252,1.0,8021103015400002,SET,0.0
3,JINPAO,JP2101-20161224252,2.0,8021103015700002,SET,0.0
3,JINPAO,JP2101-20161224252,3.0,8021103015500001,SET,0.0
3,JINPAO,JP2101-20161224252,4.0,8021103015800001,SET,0.0
3,JINPAO,JP2101-20161224221,2.0,8021103341400001,PC,210.0
3,JINPAO,JP2101-20161224227,3.0,8021108101200000,PC,212.0
3,JINPAO,JP2101-20161224230,1.0,8021107401900000,PC,0.0
3,JINPAO,JP2101-20161224230,2.0,8021107402000000,PC,0.0
3,JINPAO,JP2101-20161224230,3.0,8021107402100000,PC,0.0
3,JINPAO,JP2101-20161224230,4.0,8021107402200000,PC,0.0
3,JINPAO,JP2101-20161224230,5.0,8021107402300000,PC,0.0
3,JINPAO,JP2101-20161224230,6.0,8021107402400000,PC,0.0
3,JINPAO,JP2101-20161224230,7.0,8021107402500000,PC,0.0
3,JINPAO,JP2101-20161224230,8.0,8021107402600000,PC,0.0
3,JINPAO,JP2101-20161224230,9.0,8021107402700000,PC,0.0
3,JINPAO,JP2101-20161224230,11.0,8021107402900000,PC,0.0
3,JINPAO,JP2101-20161224230,12.0,8021107403000000,PC,0.0
3,JINPAO,JP2101-20161224230,13.0,8021107403100000,PC,0.0
3,JINPAO,JP2101-20161224227,4.0,8021108101700000,PC,27.0
3,JINPAO,JP2101-20161224246,15.0,8021103361000001,PC,0.0
3,JINPAO,JP2101-20161224235,1.0,8021103148900001,PC,3214.4
3,JINPAO,JP2101-20161224235,2.0,8021107300600002,PC,324.81
3,JINPAO,JP2101-20161224235,3.0,8021103149100001,PC,396.76
3,JINPAO,JP2101-20161224235,4.0,8021103178600001,PC,1695.13
3,JINPAO,JP2101-20161224235,5.0,8021107303200000,PC,723.03
3,JINPAO,JP2101-20161224236,1.0,8021107302900001,PC,1094.82
3,JINPAO,JP2101-20161224236,2.0,8021108304700000,PC,150.47
3,JINPAO,JP2101-20161224236,3.0,8021108304600000,PC,171.11
3,JINPAO,JP2101-20161224236,4.0,8021108304800000,PC,36.45
3,JINPAO,JP2101-20161224236,5.0,8021108304900000,PC,19.67
3,JINPAO,JP2101-20161224237,1.0,8021108304500000,PC,33.84
3,JINPAO,JP2101-20161224237,2.0,8021107302800001,PC,83.06
3,JINPAO,JP2101-20161224237,3.0,8021107302600001,PC,83.06
3,JINPAO,JP2101-20161224227,5.0,8021108101800000,PC,7.0
3,JINPAO,JP2101-20161224227,6.0,8021108101500000,PC,141.0
3,JINPAO,JP2101-20161224227,7.0,8021108101600000,PC,141.0
3,JINPAO,JP2101-20161224227,8.0,8021108101900000,PC,70.0
3,JINPAO,JP2101-20161224227,9.0,8021108101900000,PC,67.97
3,JINPAO,JP2101-20161224227,10.0,8021103042200000,PC,4.9
3,JINPAO,JP2101-20161224228,1.0,8021108102100000,PC,25.0
3,JINPAO,JP2101-20161224228,2.0,8021108102000000,PC,80.0
3,JINPAO,JP2101-20161224237,4.0,8021108303800000,PC,22.59
3,JINPAO,JP2101-20161224237,5.0,8021108303900000,PC,114.99
3,JINPAO,JP2101-20161224238,1.0,8021103175800000,PC,0.82
3,JINPAO,JP2101-20161224238,2.0,8021103175900001,PC,2.56
3,JINPAO,JP2101-20161224238,3.0,8021107302200000,PC,3.77
3,JINPAO,JP2101-20161224238,4.0,8021103176800000,PC,16.5
3,JINPAO,JP2101-20161224229,1.0,8021108400500001,PC,0.0
3,JINPAO,JP2101-20161224248,1.0,8021107401300000,PC,0.0
3,JINPAO,JP2101-20161224248,2.0,8021107401400000,PC,0.0
3,JINPAO,JP2101-20161224248,3.0,8021107401500000,PC,0.0
3,JINPAO,JP2101-20161224248,4.0,8021107401600000,PC,0.0
3,JINPAO,JP2101-20161224248,6.0,8021107401800000,PC,0.0
3,JINPAO,JP2101-20161224249,1.0,8021107400300000,PC,0.0
3,JINPAO,JP2101-20161224249,2.0,8021107400400000,PC,0.0
3,JINPAO,JP2101-20161224249,3.0,8021107400500000,PC,0.0
3,JINPAO,JP2101-20161224249,4.0,8021107400600000,PC,0.0
3,JINPAO,JP2101-20161224249,5.0,8021107400700000,PC,0.0
3,JINPAO,JP2101-20161224249,6.0,8021107400800000,PC,0.0
3,JINPAO,JP2101-20161224221,3.0,8021108400400000,PC,572.0
3,JINPAO,JP2101-20161224238,5.0,8021103184700000,PC,11.65
3,JINPAO,JP2101-20161224238,6.0,8021103184800000,PC,4.99
3,JINPAO,JP2101-20161224238,7.0,8021103184900000,PC,20.26
3,JINPAO,JP2101-20161224238,8.0,8021103185500000,PC,20.26
3,JINPAO,JP2101-20161224238,9.0,8021103186000000,PC,5.18
3,JINPAO,JP2101-20161224238,10.0,8021103184300000,PC,4.95
3,JINPAO,JP2101-20161224254,1.0,8121108500100000,SET,40500.0
3,JINPAO,JP2101-20161224253,1.0,8021103340500001,PC,121.0
3,JINPAO,JP2101-20161224255,1.0,8021103331100001,PC,0.0
3,JINPAO,JP2101-20161224253,2.0,8021103331600000,PC,756.0
3,JINPAO,JP2101-20161224253,3.0,8021103331700000,PC,756.0
3,JINPAO,JP2101-20161224253,4.0,8021103279300000,PC,854.0
3,JINPAO,JP2101-20161224253,5.0,8021103223500000,PC,340.0
3,JINPAO,JP2101-20161224253,6.0,8021103225000000,PC,224.0
3,JINPAO,JP2101-20161224229,3.0,8021108400800000,PC,0.0
3,JINPAO,JP2101-20161224229,4.0,8021108400700000,PC,0.0
3,JINPAO,JP2101-20161224229,9.0,8021108401000001,PC,0.0
3,JINPAO,JP2101-20161224229,6.0,8021108400600000,PC,0.0
3,JINPAO,JP2101-20161224229,7.0,8021109400300000,PC,0.0
3,JINPAO,JP2101-20161224229,8.0,8021109400400000,PC,0.0
3,JINPAO,JP2101-20161224229,10.0,8021108400900000,PC,0.0
3,JINPAO,JP2101-20161224231,1.0,8021107100200000,PC,8.61
3,JINPAO,JP2101-20161224231,2.0,8021107100300000,PC,7.06
3,JINPAO,JP2101-20161224231,3.0,8021107100400000,PC,4.75
3,JINPAO,JP2101-20161224231,4.0,8021107100800002,PC,38.06
3,JINPAO,JP2101-20161224231,5.0,8021107100600001,PC,14.76
3,JINPAO,JP2101-20161224231,6.0,8021107100100000,PC,9.67
3,JINPAO,JP2101-20161224231,7.0,8021107100500001,PC,8.16
3,JINPAO,JP2101-20161224231,8.0,8021107100900000,PC,2.94
3,JINPAO,JP2101-20161224231,9.0,8021107101000001,PC,9.72
3,JINPAO,JP2101-20161224232,1.0,8021107100700001,PC,12.78
3,JINPAO,JP2101-20161224233,1.0,8021103021100001,PC,123.0
3,JINPAO,JP2101-20161224233,2.0,8021103020100000,PC,110.0
3,JINPAO,JP2101-20161224250,1.0,8021107303100001,PC,217.76
3,JINPAO,JP2101-20161224250,2.0,8021107303000001,PC,536.22
3,JINPAO,JP2101-20161224250,3.0,8021108303300000,PC,357.71
3,JINPAO,JP2101-20161224250,4.0,8021107302700001,PC,61.05
3,JINPAO,JP2101-20161224250,5.0,8021108304200000,PC,78.39
3,JINPAO,JP2101-20161224251,1.0,8021108304300000,PC,78.39
3,JINPAO,JP2101-20161224251,2.0,8021108304400000,PC,33.14
3,JINPAO,JP2101-20161224251,3.0,8021107302500001,PC,61.05
3,JINPAO,JP2101-20161224251,4.0,8021108305000000,PC,261.89
3,JINPAO,JP2101-20161224234,3.0,8021103015300002,PC,0.0
3,JINPAO,JP2101-20161224239,3.0,8021103185300000,PC,4.17
3,JINPAO,JP2101-20161224234,5.0,8021103015600002,PC,0.0
3,JINPAO,JP2101-20161224239,4.0,8021103175600001,PC,3.26
3,JINPAO,JP2101-20161224239,5.0,8021103184600000,PC,8.05
3,JINPAO,JP2101-20161224239,6.0,8021103185000000,PC,1.54
3,JINPAO,JP2101-20161224239,7.0,8021103185100000,PC,5.48
3,JINPAO,JP2101-20161224219,1.0,8021105303000000,PC,10.63
3,JINPAO,JP2101-20161224219,2.0,8021103289800002,PC,10.23
3,JINPAO,JP2101-20161224219,3.0,8021103074100000,PC,7.1
3,JINPAO,JP2101-20161224219,4.0,8021108305200000,PC,3.2
3,JINPAO,JP2101-20161224220,1.0,8021108500100000,PC,79.85
3,JINPAO,JP2101-20161224220,2.0,8021108500200000,PC,79.85
3,JINPAO,JP2101-20161224221,1.0,8021103341500001,PC,211.0
3,JINPAO,JP2101-20161224221,4.0,8021108400100000,PC,218.0
3,JINPAO,JP2101-20161224221,5.0,8021107400900001,PC,170.0
3,JINPAO,JP2101-20161224222,1.0,8021108400300000,PC,26.32
3,JINPAO,JP2101-20161224223,1.0,8021103341300000,PC,11.3
3,JINPAO,JP2101-20161224224,1.0,8021103337300000,PC,2.62
3,JINPAO,JP2101-20161224225,1.0,8021103335300000,PC,10.26
3,JINPAO,JP2101-20161224268,1.0,8021108403800000,PC,570.0
3,JINPAO,JP2101-20161224268,2.0,8021108403400000,PC,250.0
3,JINPAO,JP2101-20161224268,3.0,8021108403500000,PC,441.0
3,JINPAO,JP2101-20161224268,4.0,8021108403600000,PC,484.0
3,JINPAO,JP2101-20161224268,5.0,8021108403900000,PC,403.0
3,JINPAO,JP2101-20161224268,6.0,8021108402900000,PC,2072.0
3,JINPAO,JP2101-20161224268,7.0,8021108402600000,PC,768.0
3,JINPAO,JP2101-20161224268,8.0,8021108403300000,PC,242.0
3,JINPAO,JP2101-20161224253,7.0,8021103225100000,PC,60.0
3,JINPAO,JP2101-20161224253,8.0,8021103224100000,PC,302.0
3,JINPAO,JP2101-20161224253,9.0,8021103224600000,PC,348.0
3,JINPAO,JP2101-20161224253,10.0,8021103279900000,PC,555.0
3,JINPAO,JP2101-20161224113,5.0,8021103274600000,PC,30.06
3,JINPAO,JP2101-20161224256,1.0,8021103228300000,PC,990.0
3,JINPAO,JP2101-20161224256,2.0,8021103228400000,PC,1000.0
3,JINPAO,JP2101-20161223516,12.0,8021103209800000,PC,184.48
3,JINPAO,JP2101-20161222081,10.0,8021103216200000,PC,0.0
3,JINPAO,JP2101-20161224257,1.0,8021103324000000,PC,19.56
3,JINPAO,JP2101-20161224257,2.0,8021103321100000,PC,1.75
3,JINPAO,JP2101-20161224277,1.0,8121108500200001,SET,1600.0
3,JINPAO,JP2101-20161224259,1.0,8021109500100000,PC,271.0
3,JINPAO,JP2101-20161224259,2.0,8021109500200000,PC,73.0
3,JINPAO,JP2101-20161224268,9.0,8021108404200000,PC,720.0
3,JINPAO,JP2101-20161224268,10.0,8021108404300000,PC,544.0
3,JINPAO,JP2101-20161224268,11.0,8021108404400000,PC,697.0
3,JINPAO,JP2101-20161224268,12.0,8021108403000000,PC,1681.0
3,JINPAO,JP2101-20161224268,13.0,8021108403100000,PC,787.0
3,JINPAO,JP2101-20161224269,1.0,8021108403200000,PC,135.0
3,JINPAO,JP2101-20161224269,2.0,8021108404600000,PC,51.0
3,JINPAO,JP2101-20161224059,11.0,8021105105300000,PC,14.4
3,JINPAO,JP2101-20161224060,1.0,8021105105500000,PC,2.9
3,JINPAO,JP2101-20161224060,2.0,8021105105800000,PC,110.0
3,JINPAO,JP2101-20161224060,3.0,8021105105900000,PC,30.07
3,JINPAO,JP2101-20161224060,4.0,8021105106100000,PC,180.0
3,JINPAO,JP2101-20161224060,5.0,8021105106200000,PC,180.0
3,JINPAO,JP2101-20161224060,6.0,8021105108500000,PC,27.6
3,JINPAO,JP2101-20161224060,7.0,8021105108600000,PC,35.0
3,JINPAO,JP2101-20161224061,1.0,8021105105600000,PC,12.51
3,JINPAO,JP2101-20161224062,1.0,8021105106400000,PC,18.71
3,JINPAO,JP2101-20161224273,3.0,8021107213100000,PC,29.91
3,JINPAO,JP2101-20161224273,4.0,8021107213200000,PC,1.36
3,JINPAO,JP2101-20161224273,5.0,8021107213000000,PC,39.98
3,JINPAO,JP2101-20161224273,6.0,8021107212900000,PC,0.0
3,JINPAO,JP2101-20161224273,7.0,8021107202500000,PC,31.03
3,JINPAO,JP2101-20161224273,8.0,8021107202400000,PC,28.34
3,JINPAO,JP2101-20161224273,9.0,8021107202600000,PC,30.0
3,JINPAO,JP2101-20161224273,10.0,8021107205770000,PC,0.0
3,JINPAO,JP2101-20161224273,11.0,8021107205790000,PC,0.0
3,JINPAO,JP2101-20161224273,12.0,8021107205960000,PC,70.0
3,JINPAO,JP2101-20161224274,1.0,8021107205870000,PC,0.0
3,JINPAO,JP2101-20161224274,2.0,8021107205860000,PC,0.0
3,JINPAO,JP2101-20161224274,3.0,8021107211900000,PC,0.0
3,JINPAO,JP2101-20161224063,1.0,8021105106700000,PC,0.0
3,JINPAO,JP2101-20161224064,1.0,8021105106800000,PC,161.0
3,JINPAO,JP2101-20161224064,2.0,8021105106900000,PC,72.0
3,JINPAO,JP2101-20161224064,3.0,8021105107000000,PC,110.0
3,JINPAO,JP2101-20161224064,4.0,8021105107300000,PC,211.0
3,JINPAO,JP2101-20161224064,5.0,8021105107400000,PC,1122.0
3,JINPAO,JP2101-20161224064,6.0,8021105107500000,PC,3360.0
3,JINPAO,JP2101-20161224064,7.0,8021105107600000,PC,357.0
3,JINPAO,JP2101-20161224064,8.0,8021105107700000,PC,88.0
3,JINPAO,JP2101-20161224064,9.0,8021105107800000,PC,185.0
3,JINPAO,JP2101-20161224065,1.0,8021105107900000,PC,211.0
3,JINPAO,JP2101-20161224065,2.0,8021105108000000,PC,340.0
3,JINPAO,JP2101-20161224065,3.0,8021105108100000,PC,1549.0
3,JINPAO,JP2101-20161224065,4.0,8021105108300000,PC,479.0
3,JINPAO,JP2101-20161224066,1.0,8021105107100000,PC,195.0
3,JINPAO,JP2101-20161224066,2.0,8021105107200000,PC,396.0
3,JINPAO,JP2101-20161224266,1.0,8021107210800000,PC,0.0
3,JINPAO,JP2101-20161224266,2.0,8021107210700000,PC,0.0
3,JINPAO,JP2101-20161224266,3.0,8021107210600000,PC,0.0
3,JINPAO,JP2101-20161224267,1.0,8021103394700000,PC,58.0
3,JINPAO,JP2101-20161224267,2.0,8021103394300000,PC,1384.0
3,JINPAO,JP2101-20161224270,1.0,8021107205820000,PC,591.0
3,JINPAO,JP2101-20161224270,2.0,8021107205840000,PC,829.0
3,JINPAO,JP2101-20161224270,3.0,8021107203000000,PC,1873.0
3,JINPAO,JP2101-20161224270,4.0,8021107203100000,PC,591.0
3,JINPAO,JP2101-20161224270,5.0,8021107203400000,PC,3207.0
3,JINPAO,JP2101-20161224270,6.0,8021107203500000,PC,1018.0
3,JINPAO,JP2101-20161224270,7.0,8021107203900000,PC,6126.0
3,JINPAO,JP2101-20161224270,8.0,8021107204000000,PC,5307.0
3,JINPAO,JP2101-20161224270,9.0,8021107204300000,PC,112.0
3,JINPAO,JP2101-20161224052,15.0,8021103349100000,PC,34.97
3,JINPAO,JP2101-20161224052,16.0,8021103120300000,PC,21.04
3,JINPAO,JP2101-20161224052,17.0,8021103119000000,PC,18.65
3,JINPAO,JP2101-20161224052,18.0,8021103094200000,PC,27.7
3,JINPAO,JP2101-20161224052,19.0,8021103112600000,PC,9.0
3,JINPAO,JP2101-20161224052,20.0,8021103112700000,PC,10.79
3,JINPAO,JP2101-20161224053,1.0,8021103115300000,PC,10.91
3,JINPAO,JP2101-20161224053,2.0,8021103131100000,PC,12.27
3,JINPAO,JP2101-20161224053,3.0,8021103104600000,PC,12.27
3,JINPAO,JP2101-20161224053,4.0,8021103130500000,PC,102.0
3,JINPAO,JP2101-20161224053,5.0,8021103130600000,PC,94.96
