XMDUENT,XMDUSITE,XMDUDOCNO,XMDUSEQ,XMDU002,XMDU008,XMDU011
3,JINPAO,JP2101-20230110005,4.0,A22250338300,PC,16.65
3,JINPAO,JP2101-20230110005,5.0,A22250338500,PC,78.94
3,JINPAO,JP2101-20230110005,6.0,A22250338600,PC,77.56
3,JINPAO,JP2101-20230110005,7.0,A22250338400,PC,234.86
3,JINPAO,JP2101-20230119003,1.0,8021406500300003,PC,4.33
3,JINPAO,JP2105-20230125001,1.0,G22240011601,PC,0.0
3,JINPAO,JP2105-20230125001,2.0,G22240011701,PC,0.0
3,JINPAO,JP2101-20230207004,1.0,A22350009400,PC,1.0
3,JINPAO,JP2101-20230207004,2.0,A22350009500,PC,1.0
3,JINPAO,JP2101-20230207004,3.0,A22350009600,PC,1.0
3,JINPAO,JP2101-20230207004,4.0,A22350009700,PC,65.1
3,JINPAO,JP2101-20230207004,5.0,A22350009800,PC,1.0
3,JINPAO,JP2101-20230207004,6.0,A22350009900,PC,79.81
3,JINPAO,JP2106-20241004001,4.0,G22410009400,PC,1.0
3,JINPAO,JP2106-20241004001,5.0,G22410009500,PC,1.0
3,JINPAO,JP2106-20241004001,6.0,G22410008900,PC,1.0
3,JINPAO,JP2106-20241004001,7.0,G22410009100,PC,1.0
3,JINPAO,JP2106-20241004001,8.0,G22410009700,PC,1.0
3,JINPAO,JP2106-20170823001,1.0,G21740013400,PC,0.0
3,JINPAO,JP2106-20170823001,2.0,G21740013500,PC,0.0
3,JINPAO,JP2106-20170823001,3.0,G21740013600,PC,0.0
3,JINPAO,JP2106-20170823001,4.0,G21740013700,PC,0.0
3,JINPAO,JP2106-20170907001,1.0,G21740014300,PC,0.0
3,JINPAO,JP2105-20180101001,1.0,G21730016000,PC,192.0
3,JINPAO,JP2105-20180101001,2.0,G21730016100,PC,114.0
3,JINPAO,JP2105-20180101001,3.0,G21730016200,PC,81.7
3,JINPAO,JP2105-20180101001,4.0,G21630021501,PC,279.9
3,JINPAO,JP2105-20180101001,5.0,G21630023300,PC,39.326
3,JINPAO,JP2105-20180101001,6.0,G21630013801,PC,23.8
3,JINPAO,JP2105-20180101001,7.0,G21630014802,PC,76.6
3,JINPAO,JP2105-20180101001,8.0,G21630014900,PC,133.8
3,JINPAO,JP2105-20180101001,9.0,G21630015000,PC,144.9
3,JINPAO,JP2105-20180101001,10.0,G21630021600,PC,169.0
3,JINPAO,JP2105-20181109002,1.0,8021506502700000,PC,0.0
3,JINPAO,JP2105-20181109002,2.0,8021502500400001,PC,0.0
3,JINPAO,JP2105-20181109002,3.0,8021501501300001,PC,0.0
3,JINPAO,JP2105-20181109002,4.0,8021509500300000,PC,0.0
3,JINPAO,JP2105-20181109002,5.0,8021501501500005,PC,0.0
3,JINPAO,JP2105-20190313003,1.0,8021503402200003,PC,0.0
3,JINPAO,JP2101-20190329001,1.0,A21950006301,SET,9423.0
3,JINPAO,JP2104-20190402002,1.0,8021406501000006,PC,113.45
3,JINPAO,JP2106-20190626001,1.0,G21920011900,PC,29.0
3,JINPAO,JP2105-20190806002,1.0,8021103117700002,PC,10.06
3,JINPAO,JP2107-20190806001,1.0,G21820018900,PC,1.08
3,JINPAO,JP2107-20190806001,2.0,G21720032803,PC,15.88
3,JINPAO,JP2107-20190806001,3.0,G21820031801,PC,0.69
3,JINPAO,JP2107-20190806001,4.0,G21820017901,PC,3.87
3,JINPAO,JP2107-20190806001,5.0,G21920003302,PC,2.7
3,JINPAO,JP2107-20190806001,6.0,G21820017801,PC,1.68
3,JINPAO,JP2109-20190924002,1.0,G21650003700,PC,410.0
3,JINPAO,JP2105-20191211002,1.0,8021103233700000,PC,0.0
3,JINPAO,JP2101-20200304001,1.0,A22050000100,PC,15.47
3,JINPAO,JP2101-20200304001,2.0,A22050000200,PC,54.76
3,JINPAO,JP2101-20200304001,3.0,A22050000300,PC,22.27
3,JINPAO,JP2101-20200304001,4.0,A22050000400,PC,63.57
3,JINPAO,JP2101-20200304001,5.0,A22050000500,PC,60.83
3,JINPAO,JP2101-20200304001,6.0,A22050000600,PC,2.59
3,JINPAO,JP2101-20200304001,7.0,A22050000700,PC,26.9
3,JINPAO,JP2101-20200304001,8.0,A22050000800,PC,5.82
3,JINPAO,JP2101-20200304001,9.0,A22050000900,PC,21.95
3,JINPAO,JP2101-20200304001,10.0,A22050001100,PC,18.08
3,JINPAO,JP2101-20200304001,11.0,A22050001000,PC,21.3
3,JINPAO,JP2101-20200304001,12.0,A22050001200,PC,17.2
3,JINPAO,JP2101-20200304001,13.0,A22050001300,PC,7.84
3,JINPAO,JP2101-20200304001,14.0,A22050001400,PC,14.99
3,JINPAO,JP2101-20200304001,15.0,A22050001500,PC,9.47
3,JINPAO,JP2101-20200304001,16.0,A22050001600,PC,8.07
3,JINPAO,JP2101-20200304001,17.0,A22050001700,PC,7.43
3,JINPAO,JP2101-20200304001,18.0,A22050001800,PC,7.37
3,JINPAO,JP2101-20200304001,19.0,A22050001900,PC,4.57
3,JINPAO,JP2101-20200304001,20.0,A22050002000,PC,54.76
3,JINPAO,JP2101-20200304001,21.0,A22050002100,PC,22.27
3,JINPAO,JP2101-20200304001,22.0,A22050002200,PC,4.12
3,JINPAO,JP2101-20200304001,23.0,A22050002300,PC,5.44
3,JINPAO,JP2101-20200304001,24.0,A22050002400,PC,5.44
3,JINPAO,JP2106-20180706001,1.0,G21620029703,PC,0.0
3,JINPAO,JP2106-20220602001,8.0,G21620016100,PC,0.0
3,JINPAO,JP2106-20220602001,9.0,G21620016700,PC,0.0
3,JINPAO,JP2106-20220602001,10.0,G21620016600,PC,0.0
3,JINPAO,JP2106-20220602001,11.0,G21820033903,PC,0.0
3,JINPAO,JP2106-20220602001,12.0,G21820034203,PC,0.0
3,JINPAO,JP2106-20220602001,13.0,8021405200400002,PC,0.0
3,JINPAO,JP2106-20220602001,14.0,8021406200300002,PC,0.0
3,JINPAO,JP2106-20220602001,15.0,8021506200300001,PC,0.0
3,JINPAO,JP2106-20220602001,16.0,8021506200600001,PC,0.0
3,JINPAO,JP2106-20220602001,17.0,G21620014200,PC,0.0
3,JINPAO,JP2106-20220602001,18.0,G21720002001,PC,0.0
3,JINPAO,JP2101-20220817004,1.0,A22250000104,PC,80.0
3,JINPAO,JP2101-20220817004,2.0,A22250000204,PC,80.0
3,JINPAO,JP2101-20230624003,1.0,A22350035000,PC,0.0
3,JINPAO,JP2101-20230624003,2.0,A22350035100,PC,106.6
3,JINPAO,JP2101-20230624003,3.0,A22350035200,PC,0.0
3,JINPAO,JP2101-20230624003,4.0,A22350035300,PC,0.0
3,JINPAO,JP2101-20230624003,5.0,A22350035400,PC,0.0
3,JINPAO,JP2101-20230624003,6.0,A22350035500,PC,0.0
3,JINPAO,JP2101-20230624003,7.0,A22350035600,PC,0.0
3,JINPAO,JP2101-20230624003,8.0,A22350035700,PC,0.0
3,JINPAO,JP2101-20230624003,9.0,A22350035800,PC,0.0
3,JINPAO,JP2101-20230624003,10.0,A22350035900,PC,0.0
3,JINPAO,JP2101-20230624003,11.0,A22350036000,PC,0.0
3,JINPAO,JP2101-20230624003,12.0,A22350036100,PC,0.0
3,JINPAO,JP2101-20230624003,13.0,A22350036200,PC,0.0
3,JINPAO,JP2101-20230901001,1.0,A3225015940100,PC,1066.68
3,JINPAO,JP2105-20231128001,1.0,G22330013000,PC,40.45
3,JINPAO,JP2105-20231128001,2.0,G22330013200,PC,34.34
3,JINPAO,JP2105-20231128001,3.0,G22330013400,PC,31.48
3,JINPAO,JP2105-20231211001,1.0,G22330015500,PC,635.0
3,JINPAO,JP2105-20231211001,2.0,G22330015600,PC,476.09
3,JINPAO,JP2105-20231128001,4.0,G22330013500,PC,26.45
3,JINPAO,JP2105-20231128001,5.0,G22330012900,PC,89.35
3,JINPAO,JP2105-20231128001,6.0,G22330012800,PC,121.04
3,JINPAO,JP2105-20231211001,3.0,G22330015700,PC,108.18
3,JINPAO,JP2101-20220214007,41.0,A22250057100,PC,37.57
3,JINPAO,JP2101-20220214007,42.0,A22250057000,PC,58.32
3,JINPAO,JP2101-20220214007,43.0,A22250056900,PC,53.75
3,JINPAO,JP2101-20220214007,44.0,A22250056800,PC,68.99
3,JINPAO,JP2101-20220214007,45.0,A22250056700,PC,69.26
3,JINPAO,JP2101-20220214007,46.0,A22250056600,PC,62.75
3,JINPAO,JP2101-20220214007,47.0,A22250056500,PC,85.44
3,JINPAO,JP2101-20220214007,48.0,A22250056400,PC,65.52
3,JINPAO,JP2101-20220214007,49.0,A22250056300,PC,56.69
3,JINPAO,JP2101-20220214007,50.0,A22250056200,PC,56.69
3,JINPAO,JP2109-20220215003,1.0,G21650005000,PC,0.0
3,JINPAO,JP2105-20220223002,1.0,G22240000800,PC,0.0
3,JINPAO,JP2105-20220223002,2.0,G22240001000,PC,0.0
3,JINPAO,JP2106-20220328001,1.0,8021201200300001,PC,3.63
3,JINPAO,JP2106-20220328001,2.0,8021206205200005,PC,234.5
3,JINPAO,JP2106-20220328001,3.0,8021207200700001,PC,6.78
3,JINPAO,JP2109-20220328001,1.0,G21650007101,PC,0.0
3,JINPAO,JP2109-20220328001,2.0,G21920015300,PC,0.0
3,JINPAO,JP2109-20220328001,3.0,G21920015200,PC,0.0
3,JINPAO,JP2105-20220330001,1.0,G22240011000,PC,3303.0
3,JINPAO,JP2106-20220331003,1.0,G22220004100,PC,0.0
3,JINPAO,JP2105-20220426002,1.0,M22240000400,SET,0.0
3,JINPAO,JP2101-20230216003,1.0,A21950004401,PC,22.69
3,JINPAO,JP2101-20230216003,2.0,A21950001901,PC,8.73
3,JINPAO,JP2105-20230224001,1.0,G22220012101,PC,0.0
3,JINPAO,JP2101-20230301002,1.0,A22350020900,PC,0.0
3,JINPAO,JP2101-20230302002,1.0,A21950011201,PC,26.91
3,JINPAO,JP2101-20230302002,2.0,A21950011303,PC,30.32
3,JINPAO,JP2101-20230302002,3.0,A21950011603,PC,29.36
3,JINPAO,JP2101-20230302002,4.0,A21950011002,PC,25.54
3,JINPAO,JP2101-20230302002,5.0,A21950011102,PC,31.75
3,JINPAO,JP2101-20230302002,6.0,A21950011503,PC,303.73
3,JINPAO,JP2101-20230302002,7.0,A21850007707,PC,58.77
3,JINPAO,JP2106-20230303001,1.0,G22020002703,PC,0.0
3,JINPAO,JP2105-20230309002,1.0,G3214000401300,SET,0.0
3,JINPAO,JP2101-20230310001,1.0,A3225018100500,PC,1.0
3,JINPAO,JP2101-20230310001,2.0,A3225003000100,PC,1.0
3,JINPAO,JP2105-20230318001,1.0,G22120022501,PC,0.0
3,JINPAO,JP2105-20230318001,2.0,G22120022001,PC,0.0
3,JINPAO,JP2105-20230318001,3.0,G22220009501,PC,0.0
3,JINPAO,JP2106-20230321001,1.0,G22210010601,PC,236.6
3,JINPAO,JP2105-20230330001,1.0,G21730025203,PC,43.06
3,JINPAO,JP2101-20230419004,1.0,A22250237500,PC,62.74
3,JINPAO,JP2101-20230428001,1.0,A22350021101,PC,45.54
3,JINPAO,JP2101-20230428001,2.0,A22350021301,PC,53.36
3,JINPAO,JP2101-20230428003,1.0,A22350028300,PC,10.96
3,JINPAO,JP2105-20230503001,1.0,G22230015402,PC,1148.78
3,JINPAO,JP2105-20230504002,1.0,G322300214NZ00,PC,2980.0
3,JINPAO,JP2105-20230510001,1.0,G22230020900,PC,83500.0
3,JINPAO,JP2105-20230510002,1.0,G22230020900,PC,83500.0
3,JINPAO,JP2105-20230511001,1.0,G22230015901,PC,75000.0
3,JINPAO,JP2105-20230517002,1.0,G22130024501,PC,87.02
3,JINPAO,JP2105-20230517002,2.0,G22130024401,PC,75.46
3,JINPAO,JP2105-20230523001,1.0,G22020013900,PC,0.0
3,JINPAO,JP2101-20230524005,1.0,A22250201600,PC,7.04
3,JINPAO,JP2101-20171021001,1.0,8021303501200001,PC,93.21
3,JINPAO,JP2102-20171107001,1.0,8021212300400003,PC,27.6
3,JINPAO,JP2105-20180214003,1.0,G21730002101,PC,31.04
3,JINPAO,JP2106-20180629003,1.0,G21810018100,PC,42.6
3,JINPAO,JP2106-20180629003,2.0,G21810018200,PC,2.6
3,JINPAO,JP2106-20180629003,3.0,G21810018300,PC,2.2
3,JINPAO,JP2106-20180629003,4.0,G21810018400,PC,0.46
3,JINPAO,JP2106-20180629003,5.0,G21610009900,PC,0.88
3,JINPAO,JP2106-20180629003,6.0,G21610010100,PC,1.6
3,JINPAO,JP2106-20180629003,7.0,G21610009800,PC,1.64
3,JINPAO,JP2101-20180807002,1.0,A21850006801,PC,7677.56
3,JINPAO,JP2102-20180801001,1.0,G21830001500,PC,151.94
3,JINPAO,JP2105-20180927002,1.0,G21830018700,PC,28000.0
3,JINPAO,JP2101-20190114002,1.0,A21920000100,PC,203.88
3,JINPAO,JP2101-20190114002,2.0,A21920000200,PC,186.6
3,JINPAO,JP2105-20190321005,1.0,G21810025102,PC,31.0
3,JINPAO,JP2105-20210108002,1.0,G22140000100,PC,0.0
3,JINPAO,JP2105-20210108002,2.0,G22140000700,PC,0.0
3,JINPAO,JP2105-20210108002,3.0,G22140000200,PC,0.0
3,JINPAO,JP2105-20210108002,4.0,G22140000300,PC,0.0
3,JINPAO,JP2105-20210108002,5.0,G22140000400,PC,0.0
3,JINPAO,JP2105-20210108002,6.0,G22140000800,PC,0.0
3,JINPAO,JP2105-20210108002,7.0,G22140000500,PC,0.0
3,JINPAO,JP2105-20210108002,8.0,G22140000600,PC,0.0
3,JINPAO,JP2101-20210303002,1.0,A22050004402,PC,416.79
3,JINPAO,JP2105-20210406002,1.0,G22140006000,PC,0.0
3,JINPAO,JP2101-20230207004,7.0,A22350010000,PC,1.0
3,JINPAO,JP2101-20230207004,8.0,A22350010100,PC,1.0
3,JINPAO,JP2101-20230207004,9.0,A22350010200,PC,1.0
3,JINPAO,JP2101-20230207004,10.0,A22350010300,PC,54.0
3,JINPAO,JP2101-20230207004,11.0,A22350010400,PC,1.0
3,JINPAO,JP2101-20230207004,12.0,A22350010500,PC,36.95
3,JINPAO,JP2101-20230207004,13.0,A22350010600,PC,1.0
3,JINPAO,JP2101-20230207004,14.0,A22350010700,PC,43.73
3,JINPAO,JP2101-20230207004,15.0,A22350010800,PC,44.84
3,JINPAO,JP2101-20230207004,16.0,A22350010900,PC,1.0
3,JINPAO,JP2101-20230207004,17.0,A22350011000,PC,1.0
3,JINPAO,JP2101-20230207004,18.0,A22350011100,PC,1.0
3,JINPAO,JP2101-20230207004,19.0,A22350011200,PC,45.49
3,JINPAO,JP2101-20230207004,20.0,A22350011300,PC,1.0
3,JINPAO,JP2101-20230207004,21.0,A22350011400,PC,1.0
3,JINPAO,JP2101-20230207004,22.0,A22350011500,PC,12.34
3,JINPAO,JP2101-20230207004,23.0,A22350011600,PC,12.91
3,JINPAO,JP2101-20230207004,24.0,A22350011700,PC,48.83
3,JINPAO,JP2101-20230207004,25.0,A22350011800,PC,12.44
3,JINPAO,JP2101-20230207004,26.0,A22350011900,PC,94.09
3,JINPAO,JP2101-20230207004,27.0,A22350012000,PC,1.0
3,JINPAO,JP2101-20230207004,28.0,A22350012100,PC,1.0
3,JINPAO,JP2101-20230207004,29.0,A22350012200,PC,1.0
3,JINPAO,JP2101-20230207004,30.0,A22350012300,PC,1.0
3,JINPAO,JP2101-20230207004,31.0,A22350012400,PC,1.0
3,JINPAO,JP2101-20230207004,32.0,A22350012500,PC,1.0
3,JINPAO,JP2101-20230207004,33.0,A22350012600,PC,1.0
3,JINPAO,JP2101-20230207004,34.0,A22350012700,PC,181.39
3,JINPAO,JP2106-20170915003,1.0,G21710014001,PC,11.84
3,JINPAO,JP2105-20180226001,1.0,8021103331000005,PC,0.0
3,JINPAO,JP2105-20190122001,1.0,G21830032000,PC,7500.0
3,JINPAO,JP2105-20190122001,2.0,G21930000800,PC,43.62
3,JINPAO,JP2105-20190122001,3.0,G21930000900,PC,106.88
3,JINPAO,JP2106-20190507001,1.0,G21910006001,PC,78.0
3,JINPAO,JP2106-20190507001,2.0,G21910006101,PC,197.0
3,JINPAO,JP2106-20190523001,1.0,G21710002101,PC,21.03
3,JINPAO,JP2106-20190523001,2.0,G21710002201,PC,25.5
3,JINPAO,JP2106-20190823002,1.0,G21920016200,PC,12911.0
3,JINPAO,JP2106-20190823002,2.0,G21920016300,PC,9844.0
3,JINPAO,JP2106-20190823002,3.0,G21920016400,PC,6515.0
3,JINPAO,JP2106-20190823002,4.0,G21920016500,PC,12121.0
3,JINPAO,JP2106-20190823002,5.0,G21920016600,PC,4780.02
3,JINPAO,JP2105-20190827001,1.0,G21910001801,PC,0.0
3,JINPAO,JP2105-20190827001,2.0,G21910001901,PC,0.0
3,JINPAO,JP2105-20190827001,3.0,G21810031502,PC,0.0
3,JINPAO,JP2105-20190827001,4.0,G21810031702,PC,0.0
3,JINPAO,JP2105-20190827002,1.0,G21810031102,PC,0.0
3,JINPAO,JP2105-20190827002,2.0,G21810031602,PC,0.0
3,JINPAO,JP2105-20190827003,1.0,G21910001203,PC,0.0
3,JINPAO,JP2105-20190827003,2.0,G21910001403,PC,0.0
3,JINPAO,JP2105-20190827003,3.0,G21910001502,PC,0.0
3,JINPAO,JP2105-20190928001,1.0,M21930026000,SET,90000.0
3,JINPAO,JP2106-20191108005,1.0,G21720017300,PC,2026.0
3,JINPAO,JP2101-20191218001,1.0,A21950014500,PC,0.0
3,JINPAO,JP2101-20191218001,2.0,A21950014600,PC,1839.0
3,JINPAO,JP2101-20191218001,3.0,A21950014700,PC,651.0
3,JINPAO,JP2101-20191218001,4.0,A21950014800,PC,8096.0
3,JINPAO,JP2101-20191218001,5.0,A21950014900,PC,0.0
3,JINPAO,JP2101-20191218001,6.0,A21950015000,PC,0.0
3,JINPAO,JP2101-20191218001,7.0,A21950015100,PC,0.0
3,JINPAO,JP2101-20191218001,8.0,A21950015200,PC,0.0
3,JINPAO,JP2101-20191218002,1.0,A21950015300,PC,0.0
3,JINPAO,JP2106-20200129001,1.0,G21920005001,PC,65.5
3,JINPAO,JP2105-20200213001,2.0,8021506500600002,PC,0.0
3,JINPAO,JP2105-20200213001,3.0,8021211203100002,PC,9.2
3,JINPAO,JP2105-20200316001,1.0,G21930017701,PC,1300.0
3,JINPAO,JP2105-20200316001,2.0,G21930017801,PC,1100.0
3,JINPAO,JP2105-20200515003,1.0,G22020009500,PC,18.58
3,JINPAO,JP2106-20201208001,1.0,G21920003401,PC,0.0
3,JINPAO,JP2101-20240529001,1.0,A22350028501,PC,2.32
3,JINPAO,JP2101-20241011003,1.0,A22450059400,PC,0.0
3,JINPAO,JP2106-20170913001,1.0,G21710017200,PC,15.7
3,JINPAO,JP2106-20170913001,2.0,G21710017300,PC,27.8
3,JINPAO,JP2106-20170913001,3.0,G21710017400,PC,18.3
3,JINPAO,JP2106-20170913001,4.0,G21710017500,PC,29.8
3,JINPAO,JP2106-20170913001,5.0,G21710017600,PC,34.2
3,JINPAO,JP2106-20170913001,6.0,G21710017700,PC,17.0
3,JINPAO,JP2106-20170913001,7.0,G21710017800,PC,18.7
3,JINPAO,JP2106-20170913001,8.0,G21710017900,PC,23.8
3,JINPAO,JP2106-20170913001,9.0,G21710018000,PC,24.5
3,JINPAO,JP2106-20170913001,10.0,G21710018100,PC,20.7
3,JINPAO,JP2106-20170913001,11.0,G21710018200,PC,16.1
3,JINPAO,JP2106-20170913001,12.0,G21710018300,PC,16.6
3,JINPAO,JP2106-20170913001,13.0,G21710018400,PC,20.1
3,JINPAO,JP2106-20170913001,14.0,G21710018500,PC,12.7
3,JINPAO,JP2106-20170913001,15.0,G21710018600,PC,3.5
3,JINPAO,JP2106-20170913001,16.0,G21710018700,PC,9.4
3,JINPAO,JP2106-20170913001,17.0,G21710018800,PC,13.2
3,JINPAO,JP2106-20170913001,18.0,G21710018900,PC,15.2
3,JINPAO,JP2106-20170913001,19.0,G21710019000,PC,19.6
3,JINPAO,JP2106-20170913001,20.0,G21710019100,PC,13.6
3,JINPAO,JP2106-20170913001,21.0,G21710019200,PC,16.9
3,JINPAO,JP2106-20170913001,22.0,G21710019300,PC,21.6
3,JINPAO,JP2106-20170913001,23.0,G21710019400,PC,27.3
3,JINPAO,JP2106-20170913001,24.0,G21710019500,PC,13.6
3,JINPAO,JP2106-20170913001,25.0,G21710019600,PC,14.5
3,JINPAO,JP2106-20170913001,26.0,G21710019700,PC,22.0
3,JINPAO,JP2106-20170913001,27.0,G21710019800,PC,47.4
3,JINPAO,JP2106-20170913001,28.0,G21710019900,PC,48.8
3,JINPAO,JP2101-20180815002,1.0,A21850008400,PC,39.0
3,JINPAO,JP2101-20180815002,2.0,A21850008500,PC,163.0
3,JINPAO,JP2101-20180815002,3.0,A21850008600,PC,19.39
3,JINPAO,JP2101-20180815002,4.0,A21850008700,PC,32.16
3,JINPAO,JP2106-20181031001,1.0,G21820031900,PC,4.27
3,JINPAO,JP2106-20181031002,1.0,G21820031800,PC,1.2
3,JINPAO,JP2105-20190329002,1.0,8021411401100003,PC,0.0
3,JINPAO,JP2101-20190326001,1.0,A21750001801,PC,0.0
3,JINPAO,JP2101-20190326002,1.0,A21750001801,PC,89.7
3,JINPAO,JP2105-20190329002,2.0,8021410402500002,PC,0.0
3,JINPAO,JP2106-20190823001,1.0,G21820019102,PC,3.28
3,JINPAO,JP2106-20190823009,1.0,G21820000900,PC,207.0
3,JINPAO,JP2106-20190823009,2.0,G21720039300,PC,200.0
3,JINPAO,JP2106-20191030001,1.0,G21920017400,PC,0.0
3,JINPAO,JP2106-20191030001,2.0,G21920017500,PC,0.0
3,JINPAO,JP2106-20200127002,1.0,G21920004702,PC,2.33
3,JINPAO,JP2106-20200127002,2.0,G21920004802,PC,2.52
3,JINPAO,JP2106-20220324003,1.0,G21820027002,PC,0.0
3,JINPAO,JP2101-20220514002,1.0,8021201502300005,PC,37.7
3,JINPAO,JP2105-20220527002,1.0,G21840002401,PC,0.0
3,JINPAO,JP2105-20220617002,1.0,G22230012100,PC,442.14
3,JINPAO,JP2105-20220617002,2.0,G22230012200,PC,8681.15
3,JINPAO,JP2106-20220808002,1.0,G22140010400,PC,4575.0
3,JINPAO,JP2106-20220808002,2.0,G22140010300,PC,17185.0
3,JINPAO,JP2106-20220808002,3.0,G22140010200,PC,6530.0
3,JINPAO,JP2106-20220808002,4.0,G22140010100,PC,6530.0
3,JINPAO,JP2105-20220426003,1.0,M22240000400,SET,0.0
3,JINPAO,JP2101-20220520001,1.0,A22250195100,PC,0.0
3,JINPAO,JP2106-20220525003,1.0,G22220004800,SET,0.0
3,JINPAO,JP2105-20220530001,1.0,G22040008600,PC,0.0
3,JINPAO,JP2106-20220621006,1.0,G22120017401,PC,0.0
3,JINPAO,JP2106-20220621006,2.0,G22120019801,PC,0.0
3,JINPAO,JP2106-20220621006,3.0,G22120020201,PC,0.0
3,JINPAO,JP2105-20220706002,1.0,G22240016900,PC,0.0
3,JINPAO,JP2105-20220706002,2.0,G22240017000,PC,0.0
3,JINPAO,JP2105-20220706002,3.0,G22240017100,PC,0.0
3,JINPAO,JP2106-20220806001,1.0,G21920023501,PC,0.0
3,JINPAO,JP2106-20220806002,1.0,G21920023601,PC,0.0
3,JINPAO,JP2101-20220824001,2.0,A22250212200,PC,1.0
3,JINPAO,JP2101-20220829004,1.0,A22250213400,PC,43.82
3,JINPAO,JP2101-20220829004,2.0,A22250213500,PC,47.36
3,JINPAO,JP2101-20220829004,3.0,A22250213600,PC,148.44
3,JINPAO,JP2101-20220829004,4.0,A22250213700,PC,203.96
3,JINPAO,JP2101-20220818001,1.0,A21720001200,PC,16.52
3,JINPAO,JP2101-20220824001,1.0,A22250212300,PC,1.0
3,JINPAO,JP2101-20220829004,5.0,A22250213800,PC,33.5
3,JINPAO,JP2101-20220829004,6.0,A22250213900,PC,125.18
3,JINPAO,JP2101-20220829004,7.0,A22250214000,PC,17.62
3,JINPAO,JP2101-20220829004,8.0,A22250214100,PC,11.39
3,JINPAO,JP2101-20220829004,9.0,A22250214200,PC,1.0
3,JINPAO,JP2101-20220829004,10.0,A22250214300,PC,1.0
3,JINPAO,JP2101-20220829004,11.0,A22250214400,PC,1.0
3,JINPAO,JP2101-20220829004,12.0,A22250214500,PC,1.0
3,JINPAO,JP2101-20220829004,13.0,A22250214600,PC,1.0
3,JINPAO,JP2101-20220829004,14.0,A22250214700,PC,1.0
3,JINPAO,JP2101-20220829004,15.0,A22250214800,PC,1.0
3,JINPAO,JP2101-20220829004,16.0,A22250214900,PC,1.0
3,JINPAO,JP2101-20220829004,17.0,A22250215000,PC,1.0
3,JINPAO,JP2101-20220829004,18.0,A22250215100,PC,1.0
3,JINPAO,JP2101-20220829004,19.0,A22250215200,PC,1.0
3,JINPAO,JP2101-20220829004,20.0,A22250215300,PC,1.0
3,JINPAO,JP2101-20220829004,21.0,A22250215400,PC,1.0
3,JINPAO,JP2101-20220829004,22.0,A22250215500,PC,1.0
3,JINPAO,JP2106-20171012001,1.0,G21710002401,PC,30.5
3,JINPAO,JP2106-20171012001,2.0,G21710002501,PC,39.4
3,JINPAO,JP2105-20180502001,1.0,G21840002000,PC,72.0
3,JINPAO,JP2105-20180502001,2.0,G21840002100,PC,75.0
3,JINPAO,JP2105-20180502001,3.0,G21840002200,PC,76.0
3,JINPAO,JP2105-20180502001,4.0,G21840002300,PC,81.0
3,JINPAO,JP2105-20180502001,5.0,G21840002400,PC,4011.0
3,JINPAO,JP2105-20180502001,6.0,G21840002500,PC,2342.0
3,JINPAO,JP2105-20180502001,7.0,G21840002700,PC,156.0
3,JINPAO,JP2105-20180502001,8.0,G21840002800,PC,32.0
3,JINPAO,JP2105-20180502001,9.0,G21840002900,PC,49.0
3,JINPAO,JP2105-20180502001,10.0,G21840002600,PC,0.0
3,JINPAO,JP2106-20181013001,1.0,G21610002202,PC,1.52
3,JINPAO,JP2106-20190503002,1.0,G21620016000,PC,7600.0
3,JINPAO,JP2106-20190606002,1.0,G21720038500,PC,499.0
3,JINPAO,JP2105-20200220001,1.0,8021103332800002,PC,0.0
3,JINPAO,JP2105-20200430003,1.0,G21820018503,PC,0.0
3,JINPAO,JP2109-20200204001,1.0,G21650003101,PC,132.0
3,JINPAO,JP2105-20200430003,2.0,G21820018403,PC,0.0
3,JINPAO,JP2105-20200430003,3.0,G21920007402,PC,0.0
3,JINPAO,JP2105-20200430003,4.0,G21920007502,PC,0.0
3,JINPAO,JP2105-20200430003,5.0,G21920007602,PC,0.0
3,JINPAO,JP2105-20200430003,6.0,G21920017801,PC,0.0
3,JINPAO,JP2105-20200430003,7.0,G21820017403,PC,0.0
3,JINPAO,JP2105-20200618002,1.0,81499GG01438,PC,250.0
3,JINPAO,JP2105-20210406002,2.0,G22140006100,PC,0.0
3,JINPAO,JP2105-20210406003,1.0,G22140005800,PC,0.0
3,JINPAO,JP2105-20210406003,2.0,G22140005900,PC,0.0
3,JINPAO,JP2109-20220831001,1.0,8021306500100000,PC,0.0
3,JINPAO,JP2105-20221214001,1.0,G22240028400,PC,0.0
3,JINPAO,JP2101-20230103001,4.0,A22250327000,PC,22.776
3,JINPAO,JP2101-20230103001,5.0,A22250327100,PC,39.912
3,JINPAO,JP2101-20230103001,6.0,A22250327200,PC,38.928
3,JINPAO,JP2101-20230103001,7.0,A22250327300,PC,38.928
3,JINPAO,JP2101-20230103001,8.0,A22250327400,PC,41.088
3,JINPAO,JP2101-20230103001,9.0,A22250327500,PC,38.496
3,JINPAO,JP2101-20230103001,10.0,A22250327600,PC,33.084
3,JINPAO,JP2101-20230103001,11.0,A22250327700,PC,33.408
3,JINPAO,JP2101-20230103001,12.0,A22250327800,PC,36.456
3,JINPAO,JP2101-20230103001,13.0,A22250327900,PC,37.044
3,JINPAO,JP2101-20230103001,14.0,A22250328000,PC,42.6
